u_location,u_name,u_quantity,u_special,u_type,u_upper,u_website
甘肃,兰州大学,本科,,综合,教育部,——
甘肃,兰州理工大学,本科,——,工科,甘肃省教育厅,http://www.gsut.edu.cn/
甘肃,甘肃农业大学,本科,——,农业,甘肃省教育厅,http://www.gsau.edu.cn/
甘肃,甘肃中医学院,本科,——,医药,甘肃省教育厅,http://www.gszy.edu.cn/
甘肃,西北师范大学,本科,——,师范,甘肃省教育厅,http://www.nwnu.edu.cn/
甘肃,天水师范学院,本科,——,师范,甘肃省教育厅,http://www.tsnc.edu.cn/
甘肃,河西学院,本科,——,综合,甘肃省教育厅,http://www.hxu.edu.cn/
甘肃,兰州财经大学,本科,——,财经,甘肃省教育厅,http://www.lzcc.edu.cn/
甘肃,甘肃政法学院,本科,——,政法,甘肃省教育厅,http://www.gsli.edu.cn/
河北,东北大学秦皇岛分校,本科,,工科,教育部,http://www.neuq.edu.cn
河北,华北电力大学(保定),本科,,工科,——,http://net.ncepu.edu.cn/
甘肃,兰州文理学院,高职专科,——,综合,甘肃省教育厅,http://www.luas.edu.cn
甘肃,兰州交通大学,本科,——,工科,甘肃省教育厅,http://www.lzjtu.edu.cn/
甘肃,西北民族大学,本科,——,民族,国家民族事务委员会,http://www.xbmu.edu.cn/
甘肃,陇东学院,本科,——,师范,甘肃省教育厅,http://www.ldxy.edu.cn/
甘肃,兰州城市学院,本科,——,综合,甘肃省教育厅,http://www.lzcu.edu.cn/
甘肃,合作民族师范高等专科学校,高职专科,——,师范,——,http://www.gnun.edu.cn
甘肃,兰州工业高等专科学校,高职专科,——,工科,甘肃省教育厅,http://www.lzit.edu.cn/
甘肃,兰州交通大学博文学院,独立学院,——,工科,甘肃省教育厅,http://www.bowenedu.cn/
甘肃,兰州理工大学技术工程学院,独立学院,——,工科,甘肃省教育厅,Http://www.lutcte.cn
甘肃,兰州石化职业技术学院,高职专科,——,工科,甘肃省教育厅,http://www.lzpcc.edu.cn/
甘肃,甘肃工业职业技术学院,高职专科,——,工科,甘肃省教育厅,http://www.gipc.edu.cn/
甘肃,甘肃建筑职业技术学院,高职专科,——,工科,甘肃省教育厅,http://www.gcvtc.edu.cn/
甘肃,甘肃警察职业学院,高职专科,——,政法,甘肃省教育厅,http://www.gs
甘肃,甘肃林业职业技术学院,高职专科,——,林业,甘肃省教育厅,http://www.gsfc.edu.cn/
甘肃,酒泉职业技术学院,高职专科,——,综合,甘肃省教育厅,http://www.jqzy.com/
甘肃,兰州外语职业学院,高职专科,——,综合,甘肃省教育厅,http://www.lzwyedu.com/http://www.lzcfs.com
河北,河北大学,本科,——,综合,河北省教育厅,www.hbu.edu.cn
河北,石家庄经济学院,本科,——,财经,河北省教育厅,www.sjzue.edu.cn
河北,河北科技大学,本科,——,工科,河北省教育厅,www.hebust.edu.cn
河北,河北建筑工程学院,本科,——,工科,河北省教育厅,www.hebiace.edu.cn
河北,华北煤炭医学院,本科,——,医药,——,www.heuu.edu.cn
河北,承德医学院,本科,——,医药,河北省教育厅,http://www.cdmc.edu.cn
河北,河北师范大学,本科,——,师范,河北省教育厅,www.hebtu.edu.cn
河北,唐山师范学院,本科,——,师范,河北省教育厅,www.tstc.edu.cn
河北,廊坊师范学院,本科,——,师范,河北省教育厅,http://www.lfsfxy.edu.cn
河北,邢台学院,本科,——,师范,河北省教育厅,——
河北,石家庄铁道学院,本科,——,工科,——,www.hsvtc.cn
河北,燕山大学,本科,——,工科,河北省教育厅,——
河北,河北科技师范学院,本科,——,师范,河北省教育厅,——
河北,中国人民武装警察部队学院,本科,——,政法,公安部,www.wjxy.edu.cn
河北,河北体育学院,本科,——,体育,河北省教育厅,www.hepec.edu.cn
河北,河北经贸大学,本科,——,财经,河北省教育厅,www.heuet.edu.cn
河北,河北中医学院,本科,——,医药,河北省教育厅,http
河北,河北农业大学,本科,——,农业,河北省教育厅,——
河北,唐山学院,本科,——,工科,河北省教育厅,http://www.tsc.edu.cn
河北,中央司法警官学院,本科,——,政法,司法部,www.cicp.edu.cn
河北,北华航天工业学院,本科,——,工科,河北省教育厅,http://www.nciae.edu.cn
河北,河北工程大学,本科,——,工科,河北省教育厅,www.hebeu.edu.cn
河北,河北北方学院,本科,——,医药,河北省教育厅,www.hebeinu.edu.cn
北京,北京大学,本科,,综合,教育部,www.pku.edu.cn
北京,中国人民大学,本科,,综合,教育部,www.ruc.edu.cn
北京,清华大学,本科,,工科,教育部,www.tsinghua.edu.cn
北京,北京航空航天大学,本科,,工科,工业与信息化部,www.buaa.edu.cn
北京,北京理工大学,本科,,工科,工业与信息化部,www.bit.edu.cn
北京,中国农业大学,本科,,农业,教育部,http://www.cau.edu.cn
北京,北京师范大学,本科,,师范,教育部,www.bnu.edu.cn
北京,中央民族大学,本科,,民族,国家民族事务委员会,www.muc.edu.cn
北京,北京交通大学,本科,,工科,教育部,http://www.bjtu.edu.cn
北京,北京工业大学,本科,,工科,北京市教育委员会,www.bjut.edu.cn
北京,北京科技大学,本科,,工科,教育部,www.ustb.edu.cn
北京,北京化工大学,本科,,工科,教育部,www.goto.buct.edu.cn
北京,北京邮电大学,本科,,工科,教育部,http://zsb.bupt.edu.cn
陕西,西安交通大学,本科,,综合,教育部,http://www.xjtu.edu.cn
陕西,西北工业大学,本科,,工科,工业与信息化部,http://www.nwpu.edu.cn
陕西,西北农林科技大学,本科,,农业,教育部,http://www.nwsuaf.edu.cn/
陕西,西北大学,本科,,综合,陕西省教育厅,www.nwu.edu.cn
陕西,西安电子科技大学,本科,,工科,教育部,http://www.xidian.edu.cn
陕西,陕西师范大学,本科,,师范,教育部,www.snnu.edu.cn
陕西,长安大学,本科,,工科,教育部,www.chd.edu.cn
陕西,第四军医大学,其它,,军事,中国人民解放军总政治部,http://www.fmmu.edu.cn/index.htm
陕西,西安理工大学,本科,——,工科,陕西省教育厅,http://www.xaut.edu.cn/
陕西,西安工业大学,本科,——,工科,陕西省教育厅,http://www.xatu.cn/
陕西,西安建筑科技大学,本科,——,工科,陕西省教育厅,http://www.xauat.edu.cn/
陕西,陕西科技大学,本科,——,工科,陕西省教育厅,www.sust.cn
陕西,西安工程大学,本科,——,工科,陕西省教育厅,http://www.xpu.edu.cn/
陕西,陕西中医药大学,本科,——,医药,陕西省教育厅,http://zs.sntcm.edu.cn/
广东,中山大学,本科,,综合,教育部,www.sysu.edu.cn
广东,华南理工大学,本科,,工科,教育部,www.scut.edu.cn
广东,暨南大学,本科,,综合,国务院侨务办公室,www.jnu.edu.cn
广东,华南农业大学,本科,——,农业,广东省教育厅,——
广东,广州中医药大学,本科,——,医药,广东省教育厅,www.gzucm.edu.cn
广东,华南师范大学,本科,,师范,广东省教育厅,www.scnu.edu.cn
广东,汕头大学,本科,,综合,广东省教育厅,www.stu.edu.cn
广东,广东海洋大学,本科,——,农业,广东省教育厅,www.gdou.edu.cn
广东,广州医学院,本科,——,医药,广东省教育厅,www.gzhmc.edu.cn
广东,广东医学院,本科,——,医药,广东省教育厅,www.gdmc.edu.cn
广东,广东药学院,本科,——,医药,广东省教育厅,www.gdpu.edu.cn
广东,韶关学院,本科,——,综合,广东省教育厅,www.sgu.edu.cn
广东,惠州学院,本科,——,综合,广东省教育厅,www.hzu.edu.cn
广东,韩山师范学院,本科,——,师范,广东省教育厅,www.hstc.edu.cn
广东,湛江师范学院,本科,——,师范,广东省教育厅,www.zhjnc.edu.cn
广东,肇庆学院,本科,——,综合,广东省教育厅,http://www.zqu.edu.cn
四川,电子科技大学,本科,,工科,教育部,www.uestc.edu.cn
四川,四川大学,本科,,综合,教育部,www.scu.edu.cn
四川,西南交通大学,本科,,工科,教育部,www.swjtu.edu.cn
四川,四川农业大学,本科,,农业,四川省教育厅,www.sicau.edu.cn
四川,西南财经大学,本科,,财经,教育部,www.swufe.edu.cn
四川,西南石油大学,本科,——,工科,四川省教育厅,www.swpu.edu.cn
四川,成都理工大学,本科,——,工科,四川省教育厅,www.cdut.edu.cn
四川,西南科技大学,本科,——,工科,四川省教育厅,www.swust.edu.cn
四川,成都信息工程大学,本科,——,工科,四川省教育厅,www.cuit.edu.cn
四川,中国民用航空飞行学院,本科,——,工科,中国民用航空总局,http://www.cafuc.edu.cn
四川,四川医科大学,本科,——,医药,四川省教育厅,www.lzmc.edu.cn
四川,成都中医药大学,本科,——,医药,四川省教育厅,www.cdutcm.edu.cn
四川,川北医学院,本科,——,医药,四川省教育厅,http://zs.gotonsmc.cn/
四川,四川师范大学,本科,——,师范,四川省教育厅,www.sicnu.edu.cn
四川,绵阳师范学院,本科,——,师范,四川省教育厅,www.mnu.cn
四川,内江师范学院,本科,——,师范,四川省教育厅,www.njtc.edu.cn
四川,宜宾学院,本科,——,综合,四川省教育厅,www.yibinu.cn
北京,北京林业大学,本科,,林业,教育部,www.bjfu.edu.cn
北京,北京协和医学院,本科,,医药,卫生部,www.pumc.edu.cn
北京,北京中医药大学,本科,,医药,教育部,www.bucm.edu.cn
北京,北京外国语大学,本科,,语言,教育部,www.bfsu.edu.cn
北京,中央财经大学,本科,,财经,教育部,www.cufe.edu.cn
北京,对外经济贸易大学,本科,,财经,教育部,zhaosheng.uibe.edu.cn
北京,北京体育大学,本科,,体育,国家体育总局,www.bsu.edu.cn
北京,中央音乐学院,本科,,艺术,教育部,www.ccom.edu.cn
北京,中国政法大学,本科,,政法,教育部,www.cupl.edu.cn
北京,华北电力大学,本科,,工科,教育部,www.ncepu.edu.cn
北京,中国矿业大学(北京),本科,,工科,——,www.cumtb.edu.cn
北京,中国地质大学(北京),本科,,工科,——,www.cugb.edu.cn
重庆,重庆大学,本科,,综合,教育部,www.cqu.edu.cn
重庆,西南大学,本科,,师范,教育部,www.swnu.edu.cn
重庆,重庆邮电大学,本科,——,工科,重庆市教育委员会,http://zs.cqupt.edu.cn
重庆,重庆交通大学,本科,——,工科,重庆市教育委员会,www.cqjtu.edu.cn
重庆,西南农业大学,其它,——,农业,——,www.swnu.edu.cn
重庆,重庆医科大学,本科,——,医药,重庆市教育委员会,www.cqmu.edu.cn
重庆,重庆三峡学院,本科,——,综合,重庆市教育委员会,www.sanxiau.netwww.sanxiau.edu.cn
重庆,长江师范学院,本科,——,师范,重庆市教育委员会,www.yznu.cn
重庆,四川外国语大学,本科,——,语言,重庆市教育委员会,www.sisu.edu.cn
重庆,西南政法大学,本科,——,政法,重庆市教育委员会,http://www.swupl.edu.cn
重庆,四川美术学院,本科,——,艺术,重庆市教育委员会,www.scfai.edu.cn
重庆,重庆理工大学(原重庆工学院),本科,——,工科,——,http://www.cqut.edu.cn
重庆,重庆电力高等专科学校,高职专科,——,工科,重庆市教育委员会,www.cqepc.com.cn
陕西,延安大学,本科,——,综合,陕西省教育厅,http://www.yau.edu.cn/
陕西,咸阳师范学院,本科,——,师范,陕西省教育厅,http://www.xysfxy.cn/
陕西,渭南师范学院,本科,——,师范,陕西省教育厅,http://www.wnu.edu.cn/
陕西,西安外国语大学,本科,——,语言,陕西省教育厅,http://www.xisu.edu.cn/
陕西,西安体育学院,本科,——,体育,陕西省教育厅,http://www.xaipe.edu.cn/
陕西,西安音乐学院,本科,——,艺术,陕西省教育厅,http://www.xacom.edu.cn/
陕西,西安美术学院,本科,——,艺术,陕西省教育厅,http://www.xafa.com.cn/
陕西,西安邮电学院,本科,——,工科,陕西省教育厅,http://www.xupt.edu.cn/
陕西,宝鸡文理学院,本科,——,师范,陕西省教育厅,http://www.bjwlxy.cn/
陕西,陕西理工学院,本科,——,工科,陕西省教育厅,http://www.snut.edu.cn/
陕西,西安财经学院,本科,——,财经,陕西省教育厅,http://www.xaufe.edu.cn/
广东,惠州大学,其它,——,综合,——,www.hzu.edu.cn
广东,嘉应学院,本科,——,综合,广东省教育厅,www.jyu.edu.cn
广东,广州体育学院,本科,——,体育,广东省教育厅,www.gipe.edu.cn
广东,广州美术学院,本科,——,艺术,广东省教育厅,www.gzarts.edu.cn
广东,星海音乐学院,本科,——,艺术,广东省教育厅,www.xhcom.edu.cn
广东,广东技术师范学院,本科,——,师范,广东省教育厅,www.gdin.edu.cn
广东,深圳大学,本科,——,综合,——,——
广东,广东财经大学,本科,——,财经,广东省教育厅,www.gdufe.edu.cn
广东,广州大学,本科,——,综合,广东省教育厅,www.gzhu.edu.cn
四川,四川文理学院,本科,——,综合,四川省教育厅,zjc.sasu.cn
四川,乐山师范学院,本科,——,师范,——,www.lstc.edu.cn
四川,成都体育学院,本科,——,体育,四川省教育厅,www.cdsu.edu.cn
四川,四川音乐学院,本科,——,艺术,四川省教育厅,——
四川,成都大学,其它,——,综合,——,www.cdu.edu.cn
四川,攀枝花学院,本科,——,综合,四川省教育厅,——
四川,四川警察学院,本科,——,政法,四川省教育厅,www.scpolicec.edu.cn
四川,成都医学院,本科,——,医药,四川省教育厅,www.cmc.edu.cn
重庆,重庆师范大学涉外商贸学院,独立学院,——,财经,重庆市教育委员会,——
重庆,重庆工商大学,本科,——,综合,重庆市教育委员会,www.ctbu.edu.cn
重庆,重庆科技学院,本科,——,工科,重庆市教育委员会,www.cqust.cn
重庆,重庆师范大学,本科,——,师范,重庆市教育委员会,www.cqnu.edu.cn
重庆,重庆文理学院,本科,——,综合,重庆市教育委员会,——
重庆,重庆大学城市科技学院,独立学院,——,综合,重庆市教育委员会,http
重庆,重庆电子职业技术学院,高职专科,——,综合,——,www.cqepc.cn
重庆,重庆工业职业技术学院,高职专科,——,工科,重庆市教育委员会,http://www.cqipc.net
重庆,重庆工程职业技术学院,高职专科,——,工科,重庆市教育委员会,http://www.cqvie.edu.cn/
重庆,重庆警官职业学院,高职专科,——,政法,重庆市教育委员会,www.cqjy.com.cn
重庆,重庆信息技术职业学院,高职专科,——,工科,重庆市教育委员会,www.cqeec.com
重庆,重庆海联职业技术学院,高职专科,——,综合,重庆市教育委员会,http://www.hailian.cn
山西,太原理工大学,本科,,工科,山西省教育厅,www.tyut.edu.cn
山西,山西大学,本科,——,综合,山西省教育厅,www.sxu.edu.cn
山西,山西农业大学,本科,——,农业,山西省教育厅,www.sxau.edu.cn
山西,山西医科大学,本科,——,医药,山西省教育厅,www.sxmu.edu.cn
山西,长治医学院,本科,——,医药,山西省教育厅,www.czmc.com
山西,山西师范大学,本科,——,师范,山西省教育厅,www.sxnu.edu.cn
山西,太原师范学院,本科,——,师范,山西省教育厅,www.tynu.edu.cn
山西,晋中学院,本科,——,师范,山西省教育厅,www.sxjztc.edu.cn
山西,运城学院,本科,——,师范,山西省教育厅,www.ycu.edu.cn
山西,忻州师范学院,本科,——,师范,山西省教育厅,www.xztc.edu.cn
山西,山西财经大学,本科,——,财经,山西省教育厅,http://www.sxufe.edu.cn
山西,山西中医学院,本科,——,医药,山西省教育厅,www.sxtcm.com
山西,太原科技大学,本科,——,工科,山西省教育厅,www.tyust.edu.cn
山西,中北大学,本科,——,工科,山西省教育厅,http://www.nuc.edu.cn
山西,太原工业学院,本科,——,工科,山西省教育厅,www.tit.edu.cn
山西,山西大同大学,本科,——,综合,山西省教育厅,www.sxdtdx.edu.cn
山西,长治学院,本科,——,师范,山西省教育厅,www.czc.edu.cn
山西,吕梁高等专科学校,高职专科,——,师范,——,www.llhc.sx.cn
山西,太原大学,高职专科,——,工科,山西省教育厅,www.sxtyu.com
山西,山西警官高等专科学校,高职专科,——,政法,山西省教育厅,www.sxpu.com.cn
山西,山西大学商务学院,独立学院,——,财经,山西省教育厅,www.sdsy.sxu.edu.cn
山西,山西农业大学信息学院,独立学院,——,农业,山西省教育厅,www.cisau.com.cn
山西,山西建筑职业技术学院,高职专科,——,工科,山西省教育厅,www.sxatc.com
山西,山西工程职业技术学院,高职专科,——,工科,山西省教育厅,www.sxgy.cn
山西,晋城职业技术学院,高职专科,——,工科,山西省教育厅,www.sxjczy.com.cn
山东,山东大学,本科,,综合,教育部,www.bkzs.sdu.edu.cn
山东,中国海洋大学,本科,,综合,教育部,http://www.ouc.edu.cn
山东,山东大学威海分校,本科,,综合,教育部,http://www.wh.sdu.edu.cn
山东,哈尔滨工业大学（威海）,本科,,综合,——,www.hitwh.edu.cn
山东,中国石油大学(华东),本科,,工科,——,www.upc.edu.cn
山东,山东科技大学,本科,——,综合,山东省教育厅,http://www.sdust.edu.cn/
湖北,武汉大学,本科,,综合,教育部,www.whu.edu.cn
湖北,华中科技大学,本科,,工科,教育部,www.hust.edu.cn
湖北,华中农业大学,本科,,农业,教育部,www.hzau.edu.cn
湖北,华中师范大学,本科,,师范,教育部,www.ccnu.edu.cn
湖北,中南财经政法大学,本科,,财经,教育部,www.znufe.edu.cn
湖北,武汉理工大学,本科,,工科,教育部,www.whut.edu.cn
湖北,中国地质大学(武汉),本科,,工科,——,www.cug.edu.cn
湖北,武汉工程大学,本科,——,工科,湖北省教育厅,www.wit.edu.cn
湖北,武汉科技学院,本科,——,工科,——,www.wtu.edu.cn
湖北,武汉轻工大学,本科,——,工科,湖北省教育厅,www.whpu.edu.cn
湖北,湖北中医学院,本科,——,医药,——,http://www.hbtcm.edu.cn/
湖北,湖北大学,本科,——,综合,湖北省教育厅,www.hubu.edu.cn
湖北,湖北师范学院,本科,——,师范,湖北省教育厅,www.hbnu.edu.cn
湖北,黄冈师范学院,本科,——,师范,——,www.hgnc.net
湖北,湖北民族学院,本科,——,民族,湖北省教育厅,http://zsxx.hbmy.edu.cn
山东,青岛科技大学,本科,——,工科,山东省教育厅,——
山东,山东建筑大学,本科,——,工科,山东省教育厅,http://www.sdjzu.edu.cn
山东,齐鲁工业大学,本科,——,工科,山东省教育厅,http://www.spu.edu.cn
山东,山东农业大学,本科,——,农业,山东省教育厅,http://www.sdau.edu.cn
山东,青岛农业大学,本科,——,农业,——,http://www.qau.edu.cn
山东,潍坊医学院,本科,——,医药,山东省教育厅,http://www.wfmc.edu.cn
山东,泰山医学院,本科,——,医药,山东省教育厅,http://www.tsmc.edu.cn
山东,滨州医学院,本科,——,医药,山东省教育厅,http://www.bzmc.edu.cn
山东,山东中医药大学,本科,——,医药,山东省教育厅,http://www.sdutcm.edu.cn
山东,济宁医学院,本科,——,医药,山东省教育厅,http://www.jnmc.edu.cn
山东,山东师范大学,本科,——,师范,山东省教育厅,www.sdnu.edu.cn
山东,曲阜师范大学,本科,——,师范,山东省教育厅,http://www.qfnu.edu.cn
山东,聊城大学,本科,——,综合,山东省教育厅,http://www.lcu.edu.cn
山东,德州学院,本科,——,综合,山东省教育厅,http://www.dzu.edu.cn
山东,临沂师范学院,本科,——,师范,——,http://www.lyu.edu.cn
山东,泰山学院,本科,——,综合,山东省教育厅,http://www.tsu.edu.cn
山东,山东财经大学,本科,——,财经,山东省教育厅,http://www.sdufe.edu.cn/
山东,山东艺术学院,本科,——,艺术,山东省教育厅,www.sdca.edu.cn
山东,枣庄学院,本科,——,综合,山东省教育厅,www.uzz.edu.cn
湖北,湖北文理学院,本科,——,综合,湖北省教育厅,www.hbuas.edu.cn
湖北,武汉体育学院,本科,——,体育,湖北省教育厅,www.wipe.edu.cn
湖北,湖北美术学院,本科,——,艺术,湖北省教育厅,http://www.hifa.edu.cn/
湖北,中南民族大学,本科,——,民族,国家民族事务委员会,——
湖北,湖北汽车工业学院,本科,——,工科,湖北省教育厅,www.huat.edu.cn
湖北,湖北工程学院,本科,——,综合,湖北省教育厅,www.hbeu.cn
湖北,湖北科技学院,本科,——,综合,湖北省教育厅,http://www.hbust.com.cn
湖北,郧阳医学院,本科,——,医药,——,www.yymc.edu.cn
湖北,江汉大学,本科,——,综合,湖北省教育厅,www.jhun.edu.cn
湖北,沙市大学,其它,——,综合,——,www.jzlg.cn
湖南,湖南大学,本科,,综合,教育部,http://www.hnu.edu.cn
湖南,中南大学,本科,,综合,教育部,www.csu.edu.cn
湖南,湖南师范大学,本科,,师范,湖南省教育厅,www.hunnu.edu.cn
湖南,中国人民解放军国防科学技术大学,本科,,军事,中国人民解放军总政治部,http://www.nudt.edu.cn
湖南,湘潭大学,本科,——,综合,湖南省教育厅,www.xtu.edu.cn
湖南,吉首大学,本科,——,综合,湖南省教育厅,www.jsu.edu.cn
湖南,湖南农业大学,本科,——,农业,湖南省教育厅,——
湖南,中南林业科技大学,本科,——,林业,湖南省教育厅,——
湖南,湖南中医药大学,本科,——,医药,湖南省教育厅,http://www.hnctcm.edu.cn
湖南,湖南理工学院,本科,——,工科,湖南省教育厅,www.hnist.cn
湖南,衡阳师范学院,本科,——,师范,湖南省教育厅,www.hynu.cn
湖南,怀化学院,本科,——,综合,湖南省教育厅,www.hhtc.edu.cn
湖南,湖南文理学院,本科,——,综合,湖南省教育厅,——
湖南,湖南工商大学,本科,——,财经,湖南省教育厅,www.hnuc.edu.cn
湖南,南华大学,本科,——,综合,湖南省教育厅,www.usc.edu.cn
江苏,南京大学,本科,,综合,教育部,www.nju.edu.cn
江苏,东南大学,本科,,综合,教育部,www.seu.edu.cn
江苏,中国矿业大学(徐州),本科,,工科,教育部,http://www.cumt.edu.cn/
江苏,苏州大学,本科,,综合,江苏省教育厅,http://www.suda.edu.cn
江苏,南京航空航天大学,本科,,工科,工业与信息化部,http://www.nuaa.edu.cn
江苏,南京理工大学,本科,,工科,工业与信息化部,http://www.njust.edu.cn/
江苏,河海大学,本科,,工科,教育部,www.hhu.edu.cn
江苏,江南大学,本科,,综合,教育部,www.jiangnan.edu.cn
江苏,南京农业大学,本科,,农业,教育部,www.njau.edu.cn
江苏,中国药科大学,本科,,医药,教育部,www.cpu.edu.cn
江苏,南京师范大学,本科,,师范,江苏省教育厅,www.njnu.edu.cn
江苏,南京工业大学,本科,——,工科,江苏省教育厅,——
江苏,江苏工业学院,本科,——,工科,——,www.
江苏,南京林业大学,本科,——,林业,江苏省教育厅,www.njfu.edu.cn
福建,厦门大学,本科,,综合,教育部,http://www.xmu.edu.cn
福建,福州大学,本科,,工科,福建省教育厅,www.fzu.edu.cn
福建,华侨大学,本科,——,综合,国务院侨务办公室,——
福建,福建工程学院,本科,——,工科,福建省教育厅,http://www.fjut.edu.cn
福建,福建医科大学,本科,——,医药,福建省教育厅,http://www.fjmu.edu.cn
福建,福建中医学院,本科,——,医药,——,www.fjtcm.edu.cn
福建,福建师范大学,本科,——,师范,福建省教育厅,http://www.fjnu.edu.cn
福建,闽江学院,本科,——,工科,福建省教育厅,www.mju.edu.cn
福建,泉州师范学院,本科,——,师范,福建省教育厅,http://www.qztc.edu.cn
福建,闽南师范大学,本科,——,师范,福建省教育厅,http://www.mnnu.edu.cn/
福建,莆田学院,本科,——,综合,福建省教育厅,http://www.ptu.edu.cn
福建,集美大学,本科,——,综合,福建省教育厅,http://www.jmu.edu.cn
福建,福建农林大学,本科,——,农业,福建省教育厅,http://www.fafu.edu.cn
福建,厦门理工学院,本科,——,工科,福建省教育厅,http://www.xmut.edu.cn
福建,三明学院,本科,——,综合,福建省教育厅,http://www.smc.edu.cn
福建,龙岩学院,本科,——,师范,福建省教育厅,www.lyun.edu.cn
安徽,中国科学技术大学,本科,,工科,中国科学院,www.ustc.edu.cn
安徽,安徽大学,本科,,综合,安徽省教育厅,www.ahu.edu.cn
安徽,合肥工业大学,本科,,工科,教育部,www.hfut.edu.cn/ch/
安徽,安徽工业大学,本科,——,工科,安徽省教育厅,www.ahut.edu.cn
安徽,安徽理工大学,本科,——,工科,安徽省教育厅,www.aust.edu.cn
安徽,安徽工程科技学院,本科,——,工科,——,www.ahpu.edu.cn
安徽,安徽农业大学,本科,——,农业,安徽省教育厅,www.ahau.edu.cn
安徽,安徽医科大学,本科,——,医药,安徽省教育厅,www.ahmu.edu.cn
安徽,蚌埠医学院,本科,——,医药,安徽省教育厅,http://www.bbmc.edu.cn/
安徽,皖南医学院,本科,——,医药,安徽省教育厅,http://www.wnmc.edu.cn
安徽,安徽中医药大学,本科,——,医药,安徽省教育厅,www.ahtcm.edu.cn
安徽,安徽师范大学,本科,——,师范,安徽省教育厅,——
安徽,阜阳幼儿师范高等专科学校,高职专科,——,师范,安徽省教育厅,——
安徽,安庆师范学院,本科,——,师范,安徽省教育厅,www.aqtc.edu.cn
安徽,淮北煤炭师范学院,本科,——,师范,——,www.chnu.edu.cn
安徽,黄山学院,本科,——,师范,安徽省教育厅,www.hsu.edu.cn
安徽,巢湖学院,本科,——,师范,安徽省教育厅,www.chu.edu.cn
湖南,湖南工程学院,本科,——,工科,湖南省教育厅,www.hnie.edu.cn
湖南,邵阳学院,本科,——,工科,湖南省教育厅,http://www.hnsyu.net
湖南,湖南城市学院,本科,——,综合,湖南省教育厅,www.hncu.net
湖南,长沙理工大学,本科,——,工科,湖南省教育厅,http://www.csust.edu.cn/
湖南,长沙学院,本科,——,工科,湖南省教育厅,www.ccsu.cn
湖南,湖南工业大学,本科,——,工科,湖南省教育厅,www.hut.edu.cn
湖南,湖南科技大学,本科,——,综合,湖南省教育厅,www.hnust.cn
湖南,湘南学院,本科,——,工科,湖南省教育厅,http://www.xnu.edu.cn
湖南,湖南科技学院,本科,——,综合,湖南省教育厅,www.huse.cn
湖南,湖南财经高等专科学校,高职专科,——,财经,——,www.hufe.edu.cn
江苏,江苏大学,本科,——,综合,江苏省教育厅,www.ujs.edu.cn
江苏,盐城工学院,本科,——,工科,江苏省教育厅,www.ycit.edu.cn
江苏,南京医科大学,本科,——,医药,江苏省教育厅,www.njmu.edu.cn
江苏,徐州医学院,本科,——,医药,江苏省教育厅,www.xzmc.edu.cn
江苏,南京中医药大学,本科,——,医药,江苏省教育厅,www.njutcm.edu.cn
江苏,徐州师范大学,本科,——,师范,江苏省教育厅,www.xznu.edu.cn
江苏,淮阴师范学院,本科,——,师范,江苏省教育厅,www.hytc.edu.cn
江苏,盐城师范学院,本科,——,师范,江苏省教育厅,www.yctc.edu.cn
江苏,南京体育学院,本科,——,体育,江苏省教育厅,www.nipes.cn
江苏,南京艺术学院,本科,——,艺术,江苏省教育厅,www.njarti.edu.cn
江苏,常熟理工学院,本科,——,综合,江苏省教育厅,www.cslg.cn
浙江,浙江大学,本科,,综合,教育部,www.zju.edu.cn
浙江,浙江工业大学,本科,——,工科,浙江省教育厅,www.zjut.edu.cn
浙江,浙江理工大学,本科,——,工科,浙江省教育厅,www.zstu.edu.cn
浙江,浙江海洋学院,本科,——,农业,浙江省教育厅,www.zjou.net.cn
浙江,浙江林学院,本科,——,林业,——,www.zafu.edu.cn
浙江,温州医科大学,本科,——,医药,浙江省教育厅,www.wzmc.edu.cn
浙江,浙江中医药大学,本科,——,医药,浙江省教育厅,www.zjtcm.net
浙江,浙江师范大学,本科,——,师范,浙江省教育厅,www.zjnu.edu.cn
浙江,杭州师范大学,本科,——,师范,浙江省教育厅,www.hznu.edu.cn
浙江,湖州师范学院,本科,——,师范,浙江省教育厅,www.hutc.zj.cn
浙江,绍兴文理学院,本科,——,师范,浙江省教育厅,www.usx.edu.cn
浙江,台州学院,本科,——,综合,浙江省教育厅,www.tzc.edu.cn
浙江,中国美术学院,本科,——,艺术,浙江省教育厅,www.caa.edu.cn
福建,宁德师范高等专科学校,高职专科,——,师范,——,http://www.ndsy.cn
福建,福建商业高等专科学校,高职专科,——,财经,福建省教育厅,www.fjsgz.com.cn
福建,黎明职业大学,高职专科,——,综合,——,www.lmu.edu.cn
福建,福建华南女子职业学院,高职专科,——,综合,福建省教育厅,www.hnwomen.com.cn
福建,仰恩大学,本科,——,综合,福建省教育厅,www.yeu.edu.cn
福建,福建师范大学闽南科技学院,独立学院,——,工科,福建省教育厅,www.mnkjxy.com
福建,福建农林大学东方学院,独立学院,——,工科,福建省教育厅,www.fafuoc.com
福建,福州大学阳光学院,独立学院,——,工科,福建省教育厅,http://ygxy.fzu.edu.cn
福建,福州大学至诚学院,独立学院,——,综合,福建省教育厅,www.fdzcxy.com
安徽,淮南师范学院,本科,——,师范,安徽省教育厅,www.hnnu.edu.cn
